201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112
1.630376,1.1304933,1.0419332,1.4188403,1.1410252,0.9471792,0.9575578,0.8787681,1.2278675,1.0487009,1.2752897,0.9489986,1.2884873,0.5950235,0.46668756,1.0642768,1.7022568,1.4332255,1.5425776,2.369793,1.5702597,1.5532745,1.5484413,1.7615137,1.8539538,2.0154767,1.140627,2.0590835,1.8199993,1.7211112,1.6652735,1.7009736,1.2427837,1.8787781,1.4047378,1.9462733,1.9788829,2.0482454,1.3942131,1.3508233,1.6523992,1.8304904,1.6335627,1.6898943,1.3537158,0.863721,1.1074418,1.6381449,1.6575757,0.9969095,1.0934371,0.86554277,0.8120316,0.90517676,1.1257077,0.9779414,0.4221455,1.3193957,1.3824221,1.9259691
2.690754,2.5144227,2.3109062,2.4949884,2.2355254,2.562093,2.2970693,2.5417917,2.2691655,2.4941056,3.086506,1.9027078,1.620966,2.5601869,2.3027267,1.54017,2.5336425,2.059006,2.1670275,2.911338,2.3845422,2.0290651,2.1735313,2.4149148,1.7840731,1.7555873,1.9699056,1.9941025,2.2401636,2.4610553,2.9895175,2.141226,1.9435647,2.08604,1.9836235,1.8780653,2.67215,1.4027102,1.648454,1.9759338,2.687656,0.8927996,1.383399,2.0142295,1.9856634,2.1853118,2.1279957,1.8506413,2.2551577,1.9228213,1.492552,2.3625927,2.5886235,2.6647124,2.3532221,1.0450366,1.3328333,1.6608081,1.1158102,0.71191955
1.7822978,1.9349966,2.2874475,1.7052677,2.2159712,2.0746748,1.9432149,2.4908497,2.386988,2.1050558,2.5536723,1.6355257,1.5524776,1.6511176,2.1699708,2.4685106,1.8395722,1.6711044,2.0365307,2.0618322,2.5557628,1.9984066,1.4228837,2.3690362,2.7731814,2.015445,2.381277,2.166358,2.5307202,2.4083517,2.2683582,3.0529845,2.3817422,2.9719846,2.3350768,2.4059803,2.4718368,3.0653539,3.3460789,2.4519162,1.9951508,2.442097,2.4302783,2.9880085,3.1064785,2.2523108,1.8424737,2.048664,2.140632,1.8329988,1.5640979,2.0394578,1.7108223,1.6913693,1.673075,1.5122337,2.0216877,1.6948936,1.4043486,1.2370203
2.3276424,1.635984,2.4174526,3.0962787,2.5404139,3.011221,1.5378883,1.890877,2.3604145,2.4901028,2.042181,2.67289,2.6457524,2.8896346,2.961734,2.895378,2.8774316,2.9485426,2.6048164,2.0673475,2.446038,2.9795418,1.9097414,2.3940876,2.307607,2.048345,1.626332,2.7095883,2.6380777,2.0752826,2.1302254,2.1099067,2.0857303,1.3475461,2.0750017,2.3497963,2.2104554,1.928061,2.3185153,1.7077913,2.0135403,1.392617,1.7796788,1.1674252,1.4610648,2.1036973,1.5597086,0.7035198,1.0281072,0.80208635,1.9181507,1.3516915,1.3213975,1.5311344,1.3272235,1.3612747,1.3021321,0.7837982,1.4369392,1.315131
2.0200582,1.0008607,0.825408,1.3827009,2.5232363,2.569172,1.8498048,1.6229469,1.3439136,2.3872285,2.3492417,3.0477667,3.0029292,3.39743,2.4079027,1.8405772,2.154716,1.9342588,2.4465256,2.089789,1.2735648,2.2096047,2.1022792,1.5455393,1.1267624,0.5786104,0.27426815,1.0877476,1.3799729,0.50326204,1.164402,0.84932375,0.90041685,0.50239515,0.53560686,0.72541666,1.0184116,0.63317204,0.60604954,1.2736182,1.5999032,0.62007046,0.23247862,1.2872066,0.86384535,1.299017,1.5808095,1.6009208,1.5288578,2.2235398,2.690826,2.9034495,3.0531573,2.5453744,2.655169,1.6707784,1.5029567,1.2535796,1.731907,1.5212401
0.80331826,1.2728803,0.24714184,0.19375658,0.9095297,0.36302423,1.3134859,0.91914296,0.6790745,0.4983096,0.86380625,0.048023224,-0.08500767,0.39917326,0.3668027,0.22476768,0.54337406,0.2748494,0.16402245,0.48816872,0.8757944,0.32497215,1.0766754,0.9048495,1.4771554,0.77543163,0.7974241,0.7398362,1.5532238,1.0137706,1.3463194,0.8997078,0.3036313,0.45117903,1.6333351,0.6312368,1.0409095,1.3945606,3.2168908,3.507945,3.4474869,2.7522404,2.833231,2.9831,3.366539,2.5185049,2.890483,2.737512,2.7176979,1.9376514,2.710097,2.4966857,2.0855901,2.1502125,1.9989405,1.7601478,2.502401,1.7594447,1.6415677,1.8722208
0.82715964,0.7505672,-0.15440464,-0.070025444,0.65384626,0.65234065,0.9562795,0.13446856,0.26802158,0.14402342,0.1232667,-0.73976374,-0.26263332,0.062263966,0.29356766,-0.5469408,0.09781504,-0.017004013,0.52688956,0.2832656,-0.17228174,0.33697414,0.5479417,-0.13008642,0.8415885,2.2093487,0.44626236,0.6810641,1.3034444,1.3966475,1.4235959,0.58749104,0.5704961,1.6315849,0.59536767,0.95929384,2.010885,2.0894353,1.2401717,1.003597,1.8543391,2.4368722,3.4541497,2.537142,1.5310316,1.4435666,1.9486611,2.5681868,2.7879355,1.9893689,2.1706133,2.1420949,2.4849596,2.0763063,1.9418724,2.6031275,2.1420004,1.9305902,2.4269676,2.6596057
0.60300374,-0.29804564,0.11284065,0.39852142,1.071162,0.67639136,0.94692683,0.45315075,0.54757595,0.8238306,1.748363,1.331229,2.0424938,2.666162,2.8772535,2.622984,2.3948507,2.6002257,2.6839836,2.533815,2.471244,3.2733474,2.3968744,2.2417667,2.1357334,1.2987275,1.0578213,1.9302027,2.1170084,1.25176,1.5557318,1.7809167,1.3302302,1.5469496,1.5365026,1.6185014,1.6064115,1.2768388,0.92222667,0.4314828,1.2020185,0.30456972,0.7205694,0.72737026,0.33699274,0.79415226,0.580883,0.3175521,1.0708385,0.66904855,1.1557426,2.134424,1.8300064,1.2982984,1.7627492,1.3855357,0.9544003,1.4559972,1.177216,1.189173
2.005414,1.1001883,2.1505165,1.500994,1.1934092,1.064327,1.3791008,1.9521146,1.63417,1.4262524,0.66576505,0.8577914,0.2901764,0.4145012,1.7493186,2.044777,1.7725,0.9567518,1.4746602,1.2749112,2.0721407,1.2098792,0.46644235,0.7461934,1.5740137,2.0299222,2.4811854,2.0025501,1.465548,1.1920521,0.55096626,1.2210639,2.556735,1.9162546,1.4818981,1.3438301,1.614327,1.7962601,2.0475137,2.234295,1.8686574,0.4944625,1.43577,1.0962949,1.7905407,1.2120461,1.0416076,0.3397429,0.26521754,0.29527354,1.5796728,1.3343565,0.91252756,0.4514444,0.71016216,1.132658,1.3867247,0.5551338,0.8175397,-0.11485171
